Date,AAPL,MSFT,TSLA,AMZN,GOOGL
2020-01-02,72.53851318359375,153.0422821044922,28.68400001525879,94.90049743652344,68.0260238647461
2020-01-03,71.83328247070312,151.1366729736328,29.534000396728516,93.74849700927734,67.67015075683594
2020-01-06,72.40568542480469,151.52728271484375,30.1026668548584,95.14399719238281,69.47384643554688
2020-01-07,72.06515502929688,150.14572143554688,31.270666122436523,95.34300231933594,69.33964538574219
2020-01-08,73.22441101074219,152.5373077392578,32.80933380126953,94.59850311279297,69.83318328857422
2020-01-09,74.7797622680664,154.4429168701172,32.089332580566406,95.05249786376953,70.56629180908203
2020-01-10,74.94879913330078,153.7283172607422,31.876667022705078,94.15799713134766,71.02204895019531
2020-01-13,76.550048828125,155.57681274414062,34.990665435791016,94.56500244140625,71.57225799560547
2020-01-14,75.51634979248047,154.48104858398438,35.861331939697266,93.47200012207031,71.10307312011719
2020-01-15,75.19273376464844,155.4815216064453,34.56666564941406,93.10099792480469,71.53099822998047
2020-01-16,76.1346435546875,158.33045959472656,34.232666015625,93.89700317382812,72.07573699951172
2020-01-17,76.97753143310547,159.21661376953125,34.03333282470703,93.23600006103516,73.53498840332031
2020-01-21,76.45587158203125,158.6448974609375,36.47999954223633,94.5999984741211,73.6706771850586
2020-01-22,76.72876739501953,157.8826446533203,37.97066879272461,94.37300109863281,73.75118255615234
2020-01-23,77.09828186035156,158.85452270507812,38.14666748046875,94.22899627685547,73.79194641113281
2020-01-24,76.87608337402344,157.2537384033203,37.654666900634766,93.08200073242188,72.87146759033203
2020-01-27,74.61551666259766,154.6239776611328,37.201332092285156,91.41699981689453,71.15972900390625
2020-01-28,76.72635650634766,157.6539764404297,37.793331146240234,92.6624984741211,72.09263610839844
2020-01-29,78.33242797851562,160.11224365234375,38.732666015625,92.9000015258789,72.40078735351562
2020-01-30,78.21891021728516,164.6285858154297,42.72066879272461,93.53399658203125,72.27902221679688
2020-01-31,74.75077819824219,162.19891357421875,43.371334075927734,100.43599700927734,71.2119140625
2020-02-03,74.54547119140625,166.1531219482422,52.0,100.20999908447266,73.68806457519531
2020-02-04,77.0064926147461,171.6223602294922,59.137332916259766,102.4834976196289,71.83965301513672
2020-02-05,77.63445281982422,171.41265869140625,48.97999954223633,101.99349975585938,71.8714599609375
2020-02-06,78.54253387451172,174.9667205810547,49.930667877197266,102.5114974975586,73.3585433959961
2020-02-07,77.47492980957031,175.21446228027344,49.871334075927734,103.96399688720703,73.51461029052734
2020-02-10,77.84288787841797,179.7975311279297,51.41866683959961,106.69550323486328,74.98329162597656
2020-02-11,77.37327575683594,175.73854064941406,51.62533187866211,107.54000091552734,75.0528793334961
2020-02-12,79.21068572998047,175.9957733154297,51.15266799926758,108.0,75.47883605957031
2020-02-13,78.64663696289062,175.04298400878906,53.599998474121094,107.49349975585938,75.21839904785156
2020-02-14,78.66600036621094,176.60556030273438,53.33533477783203,106.74349975585938,75.48379516601562
2020-02-18,77.22560119628906,178.3968963623047,57.22666549682617,107.78350067138672,75.51908874511719
2020-02-19,78.34402465820312,178.93194580078125,61.16133117675781,108.51100158691406,75.7889633178711
2020-02-20,77.54029846191406,176.1994171142578,59.96066665649414,107.65499877929688,75.3973159790039
2020-02-21,75.78515625,170.6292724609375,60.06666564941406,104.79850006103516,73.7308120727539
2020-02-24,72.18533325195312,163.27255249023438,55.58599853515625,100.4645004272461,70.56977081298828
2020-02-25,69.7402572631836,160.57826232910156,53.32733154296875,98.63700103759766,68.90277099609375
2020-02-26,70.84659576416016,162.58462524414062,51.91999816894531,98.97949981689453,69.1090316772461
2020-02-27,66.21549224853516,151.1290740966797,45.266666412353516,94.21499633789062,65.35553741455078
2020-02-28,66.17674255371094,154.78836059570312,44.53266525268555,94.1875,66.56330108642578
2020-03-02,72.33784484863281,165.0878448486328,49.574668884277344,97.69750213623047,68.90277099609375
2020-03-03,70.04045867919922,157.17691040039062,49.70066833496094,95.44950103759766,66.48725128173828
2020-03-04,73.28926086425781,162.9476776123047,49.96666717529297,98.79149627685547,68.66817474365234
2020-03-05,70.91195678710938,158.85850524902344,48.30266571044922,96.20149993896484,65.3460922241211
2020-03-06,69.97024536132812,154.36795043945312,46.89866638183594,95.05449676513672,64.40077209472656
2020-03-09,64.43617248535156,143.90606689453125,40.53333282470703,90.03050231933594,60.42709732055664
2020-03-10,69.07696533203125,153.7469482421875,43.02199935913086,94.59100341796875,63.37839889526367
2020-03-11,66.67786407470703,146.7819061279297,42.28200149536133,91.04299926757812,60.184051513671875
2020-03-12,60.09313201904297,132.86135864257812,37.369998931884766,83.83049774169922,55.24617004394531
2020-03-13,67.29277801513672,151.75009155273438,36.44133377075195,89.25,60.35155487060547
2020-03-16,58.63575744628906,129.3836212158203,29.67133331298828,84.4574966430664,53.330162048339844
2020-03-17,61.21397399902344,140.03659057617188,28.68000030517578,90.39199829101562,55.56972885131836
2020-03-18,59.71546173095703,134.14158630371094,24.08133316040039,91.5,54.2342414855957
2020-03-19,59.25792694091797,136.34864807128906,28.50933265686035,94.04650115966797,55.25212860107422
2020-03-20,55.49589920043945,131.22755432128906,28.50200080871582,92.30449676513672,53.09208679199219
2020-03-23,54.31694030761719,129.91864013671875,28.952667236328125,95.1415023803711,52.39228439331055
2020-03-24,59.76631164550781,141.72772216796875,33.66666793823242,97.00499725341797,56.163665771484375
2020-03-25,59.437068939208984,140.37103271484375,35.95000076293945,94.29199981689453,54.752628326416016
2020-03-26,62.564823150634766,149.15135192871094,35.21066665649414,97.77449798583984,57.799354553222656
2020-03-27,59.97449493408203,143.02708435058594,34.29066848754883,95.00499725341797,55.18205642700195
2020-03-30,61.68605041503906,153.0877227783203,33.47533416748047,98.19750213623047,56.97380828857422
2020-03-31,61.56015396118164,150.68002319335938,34.93333435058594,97.48600006103516,57.75114440917969
2020-04-01,58.321048736572266,145.32962036132812,32.104000091552734,95.38500213623047,54.776485443115234
2020-04-02,59.29423522949219,148.33924865722656,30.29800033569336,95.94149780273438,55.51853942871094
2020-04-03,58.44209671020508,146.9729766845703,32.000667572021484,95.32949829101562,54.30928421020508
2020-04-06,63.540435791015625,157.90301513671875,34.41600036621094,99.87950134277344,58.80681610107422
2020-04-07,62.80449295043945,156.20237731933594,36.36333465576172,100.58000183105469,58.7755012512207
2020-04-08,64.41194915771484,157.7693328857422,36.589332580566406,102.1500015258789,59.99021911621094
2020-04-09,64.87674713134766,157.77883911132812,38.20000076293945,102.13800048828125,59.96884536743164
2020-04-13,66.15013122558594,158.13235473632812,43.39666748046875,108.44349670410156,60.15970230102539
2020-04-14,69.49092102050781,165.95726013183594,47.32600021362305,114.16600036621094,62.88436508178711
2020-04-15,68.85665130615234,164.21836853027344,48.65533447265625,115.38400268554688,62.49022674560547
